PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=1 ttl=64 time=1.36 ms
64 bytes from 10.130.0.226: icmp_seq=2 ttl=64 time=0.456 ms
64 bytes from 10.130.0.226: icmp_seq=3 ttl=64 time=0.484 ms
64 bytes from 10.130.0.226: icmp_seq=4 ttl=64 time=0.449 ms
64 bytes from 10.130.0.226: icmp_seq=5 ttl=64 time=0.402 ms
64 bytes from 10.130.0.226: icmp_seq=6 ttl=64 time=0.484 ms
64 bytes from 10.130.0.226: icmp_seq=7 ttl=64 time=0.645 ms
64 bytes from 10.130.0.226: icmp_seq=8 ttl=64 time=0.565 ms
64 bytes from 10.130.0.226: icmp_seq=9 ttl=64 time=0.586 ms
64 bytes from 10.130.0.226: icmp_seq=10 ttl=64 time=0.465 ms
64 bytes from 10.130.0.226: icmp_seq=11 ttl=64 time=0.638 ms
64 bytes from 10.130.0.226: icmp_seq=12 ttl=64 time=0.434 ms
64 bytes from 10.130.0.226: icmp_seq=13 ttl=64 time=0.535 ms
64 bytes from 10.130.0.226: icmp_seq=14 ttl=64 time=0.541 ms
64 bytes from 10.130.0.226: icmp_seq=15 ttl=64 time=0.477 ms
64 bytes from 10.130.0.226: icmp_seq=16 ttl=64 time=0.462 ms
64 bytes from 10.130.0.226: icmp_seq=17 ttl=64 time=0.527 ms
64 bytes from 10.130.0.226: icmp_seq=18 ttl=64 time=0.450 ms
64 bytes from 10.130.0.226: icmp_seq=19 ttl=64 time=0.362 ms
64 bytes from 10.130.0.226: icmp_seq=20 ttl=64 time=0.532 ms
64 bytes from 10.130.0.226: icmp_seq=21 ttl=64 time=0.541 ms
64 bytes from 10.130.0.226: icmp_seq=22 ttl=64 time=0.496 ms
64 bytes from 10.130.0.226: icmp_seq=23 ttl=64 time=0.445 ms
64 bytes from 10.130.0.226: icmp_seq=24 ttl=64 time=0.468 ms
64 bytes from 10.130.0.226: icmp_seq=25 ttl=64 time=0.485 ms
64 bytes from 10.130.0.226: icmp_seq=26 ttl=64 time=0.491 ms
64 bytes from 10.130.0.226: icmp_seq=27 ttl=64 time=0.514 ms
64 bytes from 10.130.0.226: icmp_seq=28 ttl=64 time=0.567 ms
64 bytes from 10.130.0.226: icmp_seq=29 ttl=64 time=0.461 ms
64 bytes from 10.130.0.226: icmp_seq=30 ttl=64 time=0.561 ms
64 bytes from 10.130.0.226: icmp_seq=31 ttl=64 time=0.499 ms
64 bytes from 10.130.0.226: icmp_seq=32 ttl=64 time=0.507 ms
64 bytes from 10.130.0.226: icmp_seq=33 ttl=64 time=0.494 ms
64 bytes from 10.130.0.226: icmp_seq=34 ttl=64 time=0.538 ms
64 bytes from 10.130.0.226: icmp_seq=35 ttl=64 time=0.661 ms
64 bytes from 10.130.0.226: icmp_seq=36 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=37 ttl=64 time=0.488 ms
64 bytes from 10.130.0.226: icmp_seq=38 ttl=64 time=0.548 ms
64 bytes from 10.130.0.226: icmp_seq=39 ttl=64 time=0.499 ms
64 bytes from 10.130.0.226: icmp_seq=40 ttl=64 time=0.579 ms
64 bytes from 10.130.0.226: icmp_seq=41 ttl=64 time=0.570 ms
64 bytes from 10.130.0.226: icmp_seq=42 ttl=64 time=0.508 ms
64 bytes from 10.130.0.226: icmp_seq=43 ttl=64 time=0.571 ms
64 bytes from 10.130.0.226: icmp_seq=44 ttl=64 time=0.588 ms
64 bytes from 10.130.0.226: icmp_seq=45 ttl=64 time=0.487 ms
