Iteration,WorkerIndex,Period,ThreadCount,BasicOperations.Get.Throughput,BasicOperations.Put.Throughput,BasicOperations.Get.ResponseTimeMean,BasicOperations.Put.ResponseTimeMean,BasicOperations.Get.Errors,BasicOperations.Get.Null.Errors,BasicOperations.Get.Null.RTM_95.0,BasicOperations.Get.Null.RTM_99.0,BasicOperations.Get.Null.Requests,BasicOperations.Get.Null.ResponseTimeDeviation,BasicOperations.Get.Null.ResponseTimeMax,BasicOperations.Get.Null.ResponseTimeMean,BasicOperations.Get.Null.Throughput,BasicOperations.Get.Null.ThroughputWithErrors,BasicOperations.Get.RTM_95.0,BasicOperations.Get.RTM_99.0,BasicOperations.Get.Requests,BasicOperations.Get.ResponseTimeDeviation,BasicOperations.Get.ResponseTimeMax,BasicOperations.Get.ThroughputWithErrors,BasicOperations.Put.Errors,BasicOperations.Put.RTM_95.0,BasicOperations.Put.RTM_99.0,BasicOperations.Put.Requests,BasicOperations.Put.ResponseTimeDeviation,BasicOperations.Put.ResponseTimeMax,BasicOperations.Put.ThroughputWithErrors,
0,0,0,1,34.2,162.8,2956555.19,3225460.75,0,0,1.2320767E7,2.7918335E7,3940,5191285.32,60030975,2825878.94,128.1,128.1,1.2451839E7,2.3199743E7,1052,4883124.83,59506687,34.2,0,1.2582911E7,2.6607615E7,5008,5330478.93,92798975,162.8,
0,TOTAL,0,1,34.2,162.8,2956555.19,3225460.75,0,0,1.2320767E7,2.7918335E7,3940,5191285.32,60030975,2825878.94,128.1,128.1,1.2451839E7,2.3199743E7,1052,4883124.83,59506687,34.2,0,1.2582911E7,2.6607615E7,5008,5330478.93,92798975,162.8,
