PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=1 ttl=64 time=1.58 ms
64 bytes from 10.130.0.226: icmp_seq=2 ttl=64 time=0.493 ms
64 bytes from 10.130.0.226: icmp_seq=3 ttl=64 time=0.439 ms
64 bytes from 10.130.0.226: icmp_seq=4 ttl=64 time=0.593 ms
64 bytes from 10.130.0.226: icmp_seq=5 ttl=64 time=0.507 ms
64 bytes from 10.130.0.226: icmp_seq=6 ttl=64 time=0.558 ms
64 bytes from 10.130.0.226: icmp_seq=7 ttl=64 time=0.462 ms
64 bytes from 10.130.0.226: icmp_seq=8 ttl=64 time=0.440 ms
64 bytes from 10.130.0.226: icmp_seq=9 ttl=64 time=0.517 ms
64 bytes from 10.130.0.226: icmp_seq=10 ttl=64 time=0.534 ms
64 bytes from 10.130.0.226: icmp_seq=11 ttl=64 time=0.507 ms
64 bytes from 10.130.0.226: icmp_seq=12 ttl=64 time=0.393 ms
64 bytes from 10.130.0.226: icmp_seq=13 ttl=64 time=0.517 ms
64 bytes from 10.130.0.226: icmp_seq=14 ttl=64 time=0.551 ms
64 bytes from 10.130.0.226: icmp_seq=15 ttl=64 time=0.467 ms
64 bytes from 10.130.0.226: icmp_seq=16 ttl=64 time=0.472 ms
64 bytes from 10.130.0.226: icmp_seq=17 ttl=64 time=0.553 ms
64 bytes from 10.130.0.226: icmp_seq=18 ttl=64 time=0.437 ms
64 bytes from 10.130.0.226: icmp_seq=19 ttl=64 time=0.366 ms
64 bytes from 10.130.0.226: icmp_seq=20 ttl=64 time=0.627 ms
64 bytes from 10.130.0.226: icmp_seq=21 ttl=64 time=0.359 ms
64 bytes from 10.130.0.226: icmp_seq=22 ttl=64 time=0.454 ms
64 bytes from 10.130.0.226: icmp_seq=23 ttl=64 time=1.95 ms
64 bytes from 10.130.0.226: icmp_seq=24 ttl=64 time=0.453 ms
64 bytes from 10.130.0.226: icmp_seq=25 ttl=64 time=0.551 ms
64 bytes from 10.130.0.226: icmp_seq=26 ttl=64 time=0.478 ms
