PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=1 ttl=64 time=1.44 ms
64 bytes from 10.130.0.226: icmp_seq=2 ttl=64 time=0.470 ms
64 bytes from 10.130.0.226: icmp_seq=3 ttl=64 time=0.553 ms
64 bytes from 10.130.0.226: icmp_seq=4 ttl=64 time=0.420 ms
64 bytes from 10.130.0.226: icmp_seq=5 ttl=64 time=0.389 ms
64 bytes from 10.130.0.226: icmp_seq=6 ttl=64 time=0.402 ms
64 bytes from 10.130.0.226: icmp_seq=7 ttl=64 time=0.401 ms
64 bytes from 10.130.0.226: icmp_seq=8 ttl=64 time=0.450 ms
64 bytes from 10.130.0.226: icmp_seq=9 ttl=64 time=0.509 ms
64 bytes from 10.130.0.226: icmp_seq=10 ttl=64 time=0.610 ms
64 bytes from 10.130.0.226: icmp_seq=11 ttl=64 time=0.570 ms
64 bytes from 10.130.0.226: icmp_seq=12 ttl=64 time=0.431 ms
64 bytes from 10.130.0.226: icmp_seq=13 ttl=64 time=0.415 ms
64 bytes from 10.130.0.226: icmp_seq=14 ttl=64 time=0.497 ms
64 bytes from 10.130.0.226: icmp_seq=15 ttl=64 time=0.457 ms
64 bytes from 10.130.0.226: icmp_seq=16 ttl=64 time=0.471 ms
64 bytes from 10.130.0.226: icmp_seq=17 ttl=64 time=0.463 ms
64 bytes from 10.130.0.226: icmp_seq=18 ttl=64 time=0.365 ms
64 bytes from 10.130.0.226: icmp_seq=19 ttl=64 time=0.442 ms
64 bytes from 10.130.0.226: icmp_seq=20 ttl=64 time=0.452 ms
64 bytes from 10.130.0.226: icmp_seq=21 ttl=64 time=0.538 ms
64 bytes from 10.130.0.226: icmp_seq=22 ttl=64 time=0.567 ms
64 bytes from 10.130.0.226: icmp_seq=23 ttl=64 time=0.576 ms
64 bytes from 10.130.0.226: icmp_seq=24 ttl=64 time=0.514 ms
64 bytes from 10.130.0.226: icmp_seq=25 ttl=64 time=0.657 ms
64 bytes from 10.130.0.226: icmp_seq=26 ttl=64 time=0.450 ms
64 bytes from 10.130.0.226: icmp_seq=27 ttl=64 time=0.447 ms
64 bytes from 10.130.0.226: icmp_seq=28 ttl=64 time=0.587 ms
64 bytes from 10.130.0.226: icmp_seq=29 ttl=64 time=0.429 ms
64 bytes from 10.130.0.226: icmp_seq=30 ttl=64 time=0.492 ms
64 bytes from 10.130.0.226: icmp_seq=31 ttl=64 time=0.402 ms
64 bytes from 10.130.0.226: icmp_seq=32 ttl=64 time=0.501 ms
64 bytes from 10.130.0.226: icmp_seq=33 ttl=64 time=0.398 ms
64 bytes from 10.130.0.226: icmp_seq=34 ttl=64 time=0.478 ms
64 bytes from 10.130.0.226: icmp_seq=35 ttl=64 time=0.374 ms
64 bytes from 10.130.0.226: icmp_seq=36 ttl=64 time=0.760 ms
64 bytes from 10.130.0.226: icmp_seq=37 ttl=64 time=0.400 ms
64 bytes from 10.130.0.226: icmp_seq=38 ttl=64 time=0.494 ms
64 bytes from 10.130.0.226: icmp_seq=39 ttl=64 time=0.559 ms
64 bytes from 10.130.0.226: icmp_seq=40 ttl=64 time=0.472 ms
64 bytes from 10.130.0.226: icmp_seq=41 ttl=64 time=0.556 ms
64 bytes from 10.130.0.226: icmp_seq=42 ttl=64 time=0.446 ms
64 bytes from 10.130.0.226: icmp_seq=43 ttl=64 time=0.421 ms
64 bytes from 10.130.0.226: icmp_seq=44 ttl=64 time=0.397 ms
64 bytes from 10.130.0.226: icmp_seq=45 ttl=64 time=0.606 ms
64 bytes from 10.130.0.226: icmp_seq=46 ttl=64 time=0.543 ms
64 bytes from 10.130.0.226: icmp_seq=47 ttl=64 time=0.426 ms
64 bytes from 10.130.0.226: icmp_seq=48 ttl=64 time=0.584 ms
64 bytes from 10.130.0.226: icmp_seq=49 ttl=64 time=0.494 ms
64 bytes from 10.130.0.226: icmp_seq=50 ttl=64 time=0.516 ms
64 bytes from 10.130.0.226: icmp_seq=51 ttl=64 time=0.479 ms
64 bytes from 10.130.0.226: icmp_seq=52 ttl=64 time=0.470 ms
64 bytes from 10.130.0.226: icmp_seq=53 ttl=64 time=0.431 ms
64 bytes from 10.130.0.226: icmp_seq=54 ttl=64 time=0.445 ms
64 bytes from 10.130.0.226: icmp_seq=55 ttl=64 time=0.413 ms
64 bytes from 10.130.0.226: icmp_seq=56 ttl=64 time=0.467 ms
64 bytes from 10.130.0.226: icmp_seq=57 ttl=64 time=0.826 ms
64 bytes from 10.130.0.226: icmp_seq=58 ttl=64 time=0.528 ms
64 bytes from 10.130.0.226: icmp_seq=59 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=60 ttl=64 time=0.474 ms
64 bytes from 10.130.0.226: icmp_seq=61 ttl=64 time=0.366 ms
64 bytes from 10.130.0.226: icmp_seq=62 ttl=64 time=0.287 ms
64 bytes from 10.130.0.226: icmp_seq=63 ttl=64 time=0.272 ms
64 bytes from 10.130.0.226: icmp_seq=64 ttl=64 time=0.326 ms
64 bytes from 10.130.0.226: icmp_seq=65 ttl=64 time=0.472 ms
64 bytes from 10.130.0.226: icmp_seq=66 ttl=64 time=0.448 ms
64 bytes from 10.130.0.226: icmp_seq=67 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=68 ttl=64 time=0.271 ms
64 bytes from 10.130.0.226: icmp_seq=69 ttl=64 time=0.247 ms
64 bytes from 10.130.0.226: icmp_seq=70 ttl=64 time=0.456 ms
64 bytes from 10.130.0.226: icmp_seq=71 ttl=64 time=0.565 ms
64 bytes from 10.130.0.226: icmp_seq=72 ttl=64 time=0.363 ms
64 bytes from 10.130.0.226: icmp_seq=73 ttl=64 time=0.271 ms
64 bytes from 10.130.0.226: icmp_seq=74 ttl=64 time=0.210 ms
64 bytes from 10.130.0.226: icmp_seq=75 ttl=64 time=0.369 ms
64 bytes from 10.130.0.226: icmp_seq=76 ttl=64 time=0.292 ms
64 bytes from 10.130.0.226: icmp_seq=77 ttl=64 time=0.219 ms
64 bytes from 10.130.0.226: icmp_seq=78 ttl=64 time=0.306 ms
64 bytes from 10.130.0.226: icmp_seq=79 ttl=64 time=0.262 ms
64 bytes from 10.130.0.226: icmp_seq=80 ttl=64 time=0.346 ms
64 bytes from 10.130.0.226: icmp_seq=81 ttl=64 time=0.281 ms
64 bytes from 10.130.0.226: icmp_seq=82 ttl=64 time=0.431 ms
64 bytes from 10.130.0.226: icmp_seq=83 ttl=64 time=0.488 ms
64 bytes from 10.130.0.226: icmp_seq=84 ttl=64 time=0.526 ms
64 bytes from 10.130.0.226: icmp_seq=85 ttl=64 time=0.592 ms
64 bytes from 10.130.0.226: icmp_seq=86 ttl=64 time=0.493 ms
64 bytes from 10.130.0.226: icmp_seq=87 ttl=64 time=6.94 ms
64 bytes from 10.130.0.226: icmp_seq=88 ttl=64 time=0.479 ms
64 bytes from 10.130.0.226: icmp_seq=89 ttl=64 time=0.468 ms
64 bytes from 10.130.0.226: icmp_seq=90 ttl=64 time=0.435 ms
64 bytes from 10.130.0.226: icmp_seq=91 ttl=64 time=0.438 ms
64 bytes from 10.130.0.226: icmp_seq=92 ttl=64 time=0.588 ms
64 bytes from 10.130.0.226: icmp_seq=93 ttl=64 time=0.597 ms
64 bytes from 10.130.0.226: icmp_seq=94 ttl=64 time=0.423 ms
64 bytes from 10.130.0.226: icmp_seq=95 ttl=64 time=0.700 ms
64 bytes from 10.130.0.226: icmp_seq=96 ttl=64 time=0.459 ms
64 bytes from 10.130.0.226: icmp_seq=97 ttl=64 time=0.405 ms
64 bytes from 10.130.0.226: icmp_seq=98 ttl=64 time=0.501 ms
