Iteration,WorkerIndex,Period,ThreadCount,BasicOperations.Get.Throughput,BasicOperations.Put.Throughput,BasicOperations.Get.ResponseTimeMean,BasicOperations.Put.ResponseTimeMean,BasicOperations.Get.Errors,BasicOperations.Get.Null.Errors,BasicOperations.Get.Null.RTM_95.0,BasicOperations.Get.Null.RTM_99.0,BasicOperations.Get.Null.Requests,BasicOperations.Get.Null.ResponseTimeDeviation,BasicOperations.Get.Null.ResponseTimeMax,BasicOperations.Get.Null.ResponseTimeMean,BasicOperations.Get.Null.Throughput,BasicOperations.Get.Null.ThroughputWithErrors,BasicOperations.Get.RTM_95.0,BasicOperations.Get.RTM_99.0,BasicOperations.Get.Requests,BasicOperations.Get.ResponseTimeDeviation,BasicOperations.Get.ResponseTimeMax,BasicOperations.Get.ThroughputWithErrors,BasicOperations.Put.Errors,BasicOperations.Put.RTM_95.0,BasicOperations.Put.RTM_99.0,BasicOperations.Put.Requests,BasicOperations.Put.ResponseTimeDeviation,BasicOperations.Put.ResponseTimeMax,BasicOperations.Put.ThroughputWithErrors,
0,0,0,1,51.3,257.1,1980034.68,1927308.97,0,0,7471103.0,1.9267583E7,3974,5025264.51,214958079,1936125.87,203.4,203.4,6389759.0,1.1534335E7,1003,7027183.25,207618047,51.3,0,7208959.0,1.5400959E7,5023,3066922.16,52953087,257.1,
0,TOTAL,0,1,51.3,257.1,1980034.68,1927308.97,0,0,7471103.0,1.9267583E7,3974,5025264.51,214958079,1936125.87,203.4,203.4,6389759.0,1.1534335E7,1003,7027183.25,207618047,51.3,0,7208959.0,1.5400959E7,5023,3066922.16,52953087,257.1,
