PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=1 ttl=64 time=1.47 ms
64 bytes from 10.130.0.226: icmp_seq=2 ttl=64 time=0.504 ms
64 bytes from 10.130.0.226: icmp_seq=3 ttl=64 time=0.618 ms
64 bytes from 10.130.0.226: icmp_seq=4 ttl=64 time=0.591 ms
64 bytes from 10.130.0.226: icmp_seq=5 ttl=64 time=0.489 ms
64 bytes from 10.130.0.226: icmp_seq=6 ttl=64 time=0.400 ms
64 bytes from 10.130.0.226: icmp_seq=7 ttl=64 time=0.522 ms
64 bytes from 10.130.0.226: icmp_seq=8 ttl=64 time=0.418 ms
64 bytes from 10.130.0.226: icmp_seq=9 ttl=64 time=0.478 ms
64 bytes from 10.130.0.226: icmp_seq=10 ttl=64 time=0.483 ms
64 bytes from 10.130.0.226: icmp_seq=11 ttl=64 time=0.497 ms
64 bytes from 10.130.0.226: icmp_seq=12 ttl=64 time=0.475 ms
64 bytes from 10.130.0.226: icmp_seq=13 ttl=64 time=0.530 ms
64 bytes from 10.130.0.226: icmp_seq=14 ttl=64 time=0.508 ms
64 bytes from 10.130.0.226: icmp_seq=15 ttl=64 time=0.498 ms
64 bytes from 10.130.0.226: icmp_seq=16 ttl=64 time=0.401 ms
64 bytes from 10.130.0.226: icmp_seq=17 ttl=64 time=0.353 ms
64 bytes from 10.130.0.226: icmp_seq=18 ttl=64 time=0.446 ms
64 bytes from 10.130.0.226: icmp_seq=19 ttl=64 time=0.415 ms
64 bytes from 10.130.0.226: icmp_seq=20 ttl=64 time=0.520 ms
64 bytes from 10.130.0.226: icmp_seq=21 ttl=64 time=0.487 ms
64 bytes from 10.130.0.226: icmp_seq=22 ttl=64 time=0.460 ms
64 bytes from 10.130.0.226: icmp_seq=23 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=24 ttl=64 time=0.510 ms
64 bytes from 10.130.0.226: icmp_seq=25 ttl=64 time=0.627 ms
64 bytes from 10.130.0.226: icmp_seq=26 ttl=64 time=0.386 ms
64 bytes from 10.130.0.226: icmp_seq=27 ttl=64 time=0.525 ms
64 bytes from 10.130.0.226: icmp_seq=28 ttl=64 time=0.507 ms
64 bytes from 10.130.0.226: icmp_seq=29 ttl=64 time=0.436 ms
64 bytes from 10.130.0.226: icmp_seq=30 ttl=64 time=0.552 ms
64 bytes from 10.130.0.226: icmp_seq=31 ttl=64 time=0.549 ms
64 bytes from 10.130.0.226: icmp_seq=32 ttl=64 time=0.506 ms
