PING 10.130.0.226 (10.130.0.226) 56(84) bytes of data.
64 bytes from 10.130.0.226: icmp_seq=33 ttl=64 time=0.424 ms
64 bytes from 10.130.0.226: icmp_seq=34 ttl=64 time=0.439 ms
64 bytes from 10.130.0.226: icmp_seq=35 ttl=64 time=0.415 ms
64 bytes from 10.130.0.226: icmp_seq=36 ttl=64 time=0.493 ms
64 bytes from 10.130.0.226: icmp_seq=37 ttl=64 time=0.605 ms
64 bytes from 10.130.0.226: icmp_seq=38 ttl=64 time=0.464 ms
64 bytes from 10.130.0.226: icmp_seq=39 ttl=64 time=0.487 ms
64 bytes from 10.130.0.226: icmp_seq=40 ttl=64 time=0.636 ms
64 bytes from 10.130.0.226: icmp_seq=41 ttl=64 time=0.564 ms
64 bytes from 10.130.0.226: icmp_seq=42 ttl=64 time=0.431 ms
64 bytes from 10.130.0.226: icmp_seq=43 ttl=64 time=0.533 ms
64 bytes from 10.130.0.226: icmp_seq=44 ttl=64 time=0.502 ms
64 bytes from 10.130.0.226: icmp_seq=45 ttl=64 time=0.497 ms
64 bytes from 10.130.0.226: icmp_seq=46 ttl=64 time=0.381 ms
64 bytes from 10.130.0.226: icmp_seq=47 ttl=64 time=0.485 ms
64 bytes from 10.130.0.226: icmp_seq=48 ttl=64 time=0.477 ms
64 bytes from 10.130.0.226: icmp_seq=49 ttl=64 time=0.572 ms
64 bytes from 10.130.0.226: icmp_seq=50 ttl=64 time=0.486 ms
64 bytes from 10.130.0.226: icmp_seq=51 ttl=64 time=0.485 ms
64 bytes from 10.130.0.226: icmp_seq=52 ttl=64 time=0.413 ms
64 bytes from 10.130.0.226: icmp_seq=53 ttl=64 time=0.444 ms
64 bytes from 10.130.0.226: icmp_seq=54 ttl=64 time=0.734 ms
64 bytes from 10.130.0.226: icmp_seq=55 ttl=64 time=0.540 ms
64 bytes from 10.130.0.226: icmp_seq=56 ttl=64 time=0.610 ms
64 bytes from 10.130.0.226: icmp_seq=57 ttl=64 time=0.569 ms
64 bytes from 10.130.0.226: icmp_seq=58 ttl=64 time=0.483 ms
64 bytes from 10.130.0.226: icmp_seq=59 ttl=64 time=0.516 ms
64 bytes from 10.130.0.226: icmp_seq=60 ttl=64 time=0.508 ms
64 bytes from 10.130.0.226: icmp_seq=61 ttl=64 time=0.627 ms
64 bytes from 10.130.0.226: icmp_seq=62 ttl=64 time=0.436 ms
64 bytes from 10.130.0.226: icmp_seq=63 ttl=64 time=0.535 ms
64 bytes from 10.130.0.226: icmp_seq=64 ttl=64 time=0.483 ms
64 bytes from 10.130.0.226: icmp_seq=65 ttl=64 time=0.453 ms
64 bytes from 10.130.0.226: icmp_seq=66 ttl=64 time=0.460 ms
64 bytes from 10.130.0.226: icmp_seq=67 ttl=64 time=0.501 ms
64 bytes from 10.130.0.226: icmp_seq=68 ttl=64 time=0.883 ms
64 bytes from 10.130.0.226: icmp_seq=69 ttl=64 time=0.492 ms
64 bytes from 10.130.0.226: icmp_seq=70 ttl=64 time=0.455 ms
64 bytes from 10.130.0.226: icmp_seq=71 ttl=64 time=0.241 ms
64 bytes from 10.130.0.226: icmp_seq=72 ttl=64 time=0.308 ms
64 bytes from 10.130.0.226: icmp_seq=73 ttl=64 time=0.337 ms
64 bytes from 10.130.0.226: icmp_seq=74 ttl=64 time=0.292 ms
64 bytes from 10.130.0.226: icmp_seq=75 ttl=64 time=0.275 ms
64 bytes from 10.130.0.226: icmp_seq=76 ttl=64 time=0.269 ms
64 bytes from 10.130.0.226: icmp_seq=77 ttl=64 time=0.339 ms
64 bytes from 10.130.0.226: icmp_seq=78 ttl=64 time=0.354 ms
64 bytes from 10.130.0.226: icmp_seq=79 ttl=64 time=0.299 ms
64 bytes from 10.130.0.226: icmp_seq=80 ttl=64 time=0.272 ms
64 bytes from 10.130.0.226: icmp_seq=81 ttl=64 time=0.368 ms
64 bytes from 10.130.0.226: icmp_seq=82 ttl=64 time=0.272 ms
64 bytes from 10.130.0.226: icmp_seq=83 ttl=64 time=0.301 ms
64 bytes from 10.130.0.226: icmp_seq=84 ttl=64 time=0.352 ms
64 bytes from 10.130.0.226: icmp_seq=85 ttl=64 time=0.333 ms
64 bytes from 10.130.0.226: icmp_seq=86 ttl=64 time=0.247 ms
64 bytes from 10.130.0.226: icmp_seq=87 ttl=64 time=0.297 ms
64 bytes from 10.130.0.226: icmp_seq=88 ttl=64 time=0.427 ms
64 bytes from 10.130.0.226: icmp_seq=89 ttl=64 time=0.383 ms
64 bytes from 10.130.0.226: icmp_seq=90 ttl=64 time=0.469 ms
64 bytes from 10.130.0.226: icmp_seq=91 ttl=64 time=0.412 ms
64 bytes from 10.130.0.226: icmp_seq=92 ttl=64 time=0.514 ms
64 bytes from 10.130.0.226: icmp_seq=93 ttl=64 time=0.495 ms
64 bytes from 10.130.0.226: icmp_seq=94 ttl=64 time=0.471 ms
64 bytes from 10.130.0.226: icmp_seq=95 ttl=64 time=0.428 ms
64 bytes from 10.130.0.226: icmp_seq=96 ttl=64 time=0.662 ms
64 bytes from 10.130.0.226: icmp_seq=97 ttl=64 time=0.351 ms
64 bytes from 10.130.0.226: icmp_seq=98 ttl=64 time=0.557 ms
64 bytes from 10.130.0.226: icmp_seq=99 ttl=64 time=0.488 ms
64 bytes from 10.130.0.226: icmp_seq=100 ttl=64 time=0.348 ms
64 bytes from 10.130.0.226: icmp_seq=101 ttl=64 time=0.490 ms
64 bytes from 10.130.0.226: icmp_seq=102 ttl=64 time=0.537 ms
64 bytes from 10.130.0.226: icmp_seq=103 ttl=64 time=0.487 ms
64 bytes from 10.130.0.226: icmp_seq=104 ttl=64 time=0.617 ms
64 bytes from 10.130.0.226: icmp_seq=105 ttl=64 time=0.562 ms
64 bytes from 10.130.0.226: icmp_seq=106 ttl=64 time=0.424 ms
64 bytes from 10.130.0.226: icmp_seq=107 ttl=64 time=0.636 ms
64 bytes from 10.130.0.226: icmp_seq=108 ttl=64 time=0.557 ms
64 bytes from 10.130.0.226: icmp_seq=109 ttl=64 time=0.489 ms
64 bytes from 10.130.0.226: icmp_seq=110 ttl=64 time=0.500 ms
64 bytes from 10.130.0.226: icmp_seq=111 ttl=64 time=0.403 ms
64 bytes from 10.130.0.226: icmp_seq=112 ttl=64 time=0.408 ms
64 bytes from 10.130.0.226: icmp_seq=113 ttl=64 time=0.485 ms
64 bytes from 10.130.0.226: icmp_seq=114 ttl=64 time=0.525 ms
64 bytes from 10.130.0.226: icmp_seq=115 ttl=64 time=0.488 ms
64 bytes from 10.130.0.226: icmp_seq=116 ttl=64 time=0.451 ms
64 bytes from 10.130.0.226: icmp_seq=117 ttl=64 time=0.473 ms
64 bytes from 10.130.0.226: icmp_seq=118 ttl=64 time=0.419 ms
64 bytes from 10.130.0.226: icmp_seq=119 ttl=64 time=0.512 ms
64 bytes from 10.130.0.226: icmp_seq=120 ttl=64 time=0.460 ms
64 bytes from 10.130.0.226: icmp_seq=121 ttl=64 time=0.459 ms
64 bytes from 10.130.0.226: icmp_seq=122 ttl=64 time=0.499 ms
64 bytes from 10.130.0.226: icmp_seq=123 ttl=64 time=0.487 ms
64 bytes from 10.130.0.226: icmp_seq=124 ttl=64 time=0.343 ms
64 bytes from 10.130.0.226: icmp_seq=125 ttl=64 time=0.488 ms
64 bytes from 10.130.0.226: icmp_seq=126 ttl=64 time=0.557 ms
64 bytes from 10.130.0.226: icmp_seq=127 ttl=64 time=0.505 ms
64 bytes from 10.130.0.226: icmp_seq=128 ttl=64 time=0.501 ms
64 bytes from 10.130.0.226: icmp_seq=129 ttl=64 time=0.533 ms
64 bytes from 10.130.0.226: icmp_seq=130 ttl=64 time=0.496 ms
64 bytes from 10.130.0.226: icmp_seq=131 ttl=64 time=0.459 ms
64 bytes from 10.130.0.226: icmp_seq=132 ttl=64 time=0.448 ms
64 bytes from 10.130.0.226: icmp_seq=133 ttl=64 time=0.382 ms
64 bytes from 10.130.0.226: icmp_seq=134 ttl=64 time=0.509 ms
64 bytes from 10.130.0.226: icmp_seq=135 ttl=64 time=0.419 ms
64 bytes from 10.130.0.226: icmp_seq=136 ttl=64 time=0.702 ms
64 bytes from 10.130.0.226: icmp_seq=137 ttl=64 time=0.644 ms
64 bytes from 10.130.0.226: icmp_seq=138 ttl=64 time=0.463 ms
64 bytes from 10.130.0.226: icmp_seq=139 ttl=64 time=0.347 ms
64 bytes from 10.130.0.226: icmp_seq=140 ttl=64 time=0.452 ms
64 bytes from 10.130.0.226: icmp_seq=141 ttl=64 time=0.480 ms
64 bytes from 10.130.0.226: icmp_seq=142 ttl=64 time=3.81 ms
64 bytes from 10.130.0.226: icmp_seq=143 ttl=64 time=0.516 ms
64 bytes from 10.130.0.226: icmp_seq=144 ttl=64 time=0.433 ms
64 bytes from 10.130.0.226: icmp_seq=145 ttl=64 time=0.504 ms
64 bytes from 10.130.0.226: icmp_seq=146 ttl=64 time=0.503 ms
64 bytes from 10.130.0.226: icmp_seq=147 ttl=64 time=0.518 ms
64 bytes from 10.130.0.226: icmp_seq=148 ttl=64 time=0.442 ms
64 bytes from 10.130.0.226: icmp_seq=149 ttl=64 time=0.480 ms
64 bytes from 10.130.0.226: icmp_seq=150 ttl=64 time=0.600 ms
64 bytes from 10.130.0.226: icmp_seq=151 ttl=64 time=0.561 ms
64 bytes from 10.130.0.226: icmp_seq=152 ttl=64 time=0.555 ms
64 bytes from 10.130.0.226: icmp_seq=153 ttl=64 time=0.447 ms
64 bytes from 10.130.0.226: icmp_seq=154 ttl=64 time=0.516 ms
